#sound,spell,class,extra
#lines marked for "dubious" should be discarded for systematic treatment of sounds
lɛ1tʁ,le/ttre,
lœ1ʁ,leu/r,
ljɛ̃1,lien/,
ljø1,lieu/,
li1ɲ,li/gne,dubious
li1ɲə0,li/gne/,added,corrected
li2ki1d,li/qui/de,dubious
li2ki1də0,li/qui/de/,added,corrected
li1ʁ,li/re,
li1st,li/ste,dubious
li1stə0,li/ste/,added,corrected
li1,li/t,
li1tʁ,li/tre,
li1tʁ,li/tres,added
li1vʁ,li/vre,
li1vʁ,li/vres,added
lɔ2ka2li2ze1,lo/ca/li/se/r,
lwɛ̃1,loin/,
lwɛ̃1,loin/s,added
lwɛ̃2tɛ̃1,loin/tain/,
lɔ̃1,lon/g,questionable
lɔ̃1,long/,alternative,questionable
lɔ̃2gœ1ʁ,lon/gueu/r,
lo1,lo/t,
lu1ʁ,lou/rd,
lɥi1,lui/,
ly2mjɛ1ʁ,lu/miè/re,
ly2mjɛ1ʁ,lu/miè/res,added
ly1n,lu/ne,dubious
ly1nə0,lu/ne/,added
ly1t,lu/tte,dubious
ly1tə0,lu/tte/,added
ma2,ma/,
ma2ʃi1n,ma/chi/ne,dubious
ma2ʃi1n,ma/chi/nes,added
ma2ʃi1nə0,ma/chi/ne/,added
ma2ʃi1nə0,ma/chi/ne/s,added
ma2ga2zɛ̃1,ma/ga/sin/,
ma2ga2zɛ̃1,ma/ga/sin/s,added
mɛ̃1,main/,
mɛ̃2tnɑ̃1,main/tenan/t,
mɛ1,mai/s,
mɛ2zɔ̃1,mai/son/,
mɛ2zɔ̃1,mai/son/s,added
mɛ1tʁ,maî/tre,
mɛ1tʁ,maî/tres,added
ma2ʒœ1ʁ,ma/jeu/r,
ma1l,ma/l,
mɑ̃2ʒe1,man/ge/r,
ma2njɛ1ʁ,ma/niè/re,
ma2njɛ1ʁ,ma/niè/res,added
mɑ̃2ke1,man/que/r,
mɑ̃2to1,man/teau/,
mɑ̃2to1,man/teau/x,added
ma2ʁʃe1,ma/rché/,
ma2ʁʃe1,ma/rché/s,added
